laureateID,category,fullName,year,age,gender,bornCountry,organizationCountry
654,Literature,Isaac Bashevis Singer,1978,74.0,Male,Poland,
414,Medicine,Werner Arber,1978,49.0,Male,Switzerland,Switzerland
416,Medicine,Hamilton O. Smith,1978,49.0,Male,USA,USA
415,Medicine,Daniel Nathans,1978,49.0,Male,USA,USA
539,Peace,Menachem Begin,1978,60.0,Male,Belarus,
538,Peace,Anwar al-Sadat,1978,60.0,Male,Egypt,
112,Physics,Robert Woodrow Wilson,1978,84.0,Male,USA,USA
111,Physics,Arno Penzias,1978,84.0,Male,Germany,USA
110,Physics,Pyotr Kapitsa,1978,84.0,Male,Russia,Russia
253,Chemistry,Georg Wittig,1979,67.0,Male,Germany,Germany
252,Chemistry,Herbert C. Brown,1979,67.0,Male,United Kingdom,USA
693,Economics,Sir Arthur Lewis,1979,77.0,Male,Saint Lucia,USA
692,Economics,Theodore W. Schultz,1979,77.0,Male,USA,USA
655,Literature,Odysseus Elytis,1979,68.0,Male,Greece,
418,Medicine,Godfrey N. Hounsfield,1979,55.0,Male,United Kingdom,United Kingdom
417,Medicine,Allan M. Cormack,1979,55.0,Male,South Africa,USA
540,Peace,Anjeza Gonxhe Bojaxhiu,1979,69.0,Female,North Macedonia,
115,Physics,Steven Weinberg,1979,47.0,Male,USA,USA
114,Physics,Abdus Salam,1979,47.0,Male,Pakistan,Italy
113,Physics,Sheldon Glashow,1979,47.0,Male,USA,USA
255,Chemistry,Walter Gilbert,1980,62.0,Male,USA,USA
254,Chemistry,Paul Berg,1980,62.0,Male,USA,USA
222,Chemistry,Frederick Sanger,1980,62.0,Male,United Kingdom,United Kingdom
694,Economics,Lawrence R. Klein,1980,60.0,Male,USA,USA
657,Literature,Czeslaw Milosz,1980,69.0,Male,Lithuania,
420,Medicine,Jean Dausset,1980,60.0,Male,France,France
421,Medicine,George D. Snell,1980,60.0,Male,USA,USA
419,Medicine,Baruj Benacerraf,1980,60.0,Male,Venezuela,USA
541,Peace,Adolfo Prez Esquivel,1980,49.0,Male,Argentina,
117,Physics,Val Fitch,1980,49.0,Male,USA,USA
116,Physics,James Cronin,1980,49.0,Male,USA,USA
258,Chemistry,Roald Hoffmann,1981,63.0,Male,Ukraine,USA
257,Chemistry,Kenichi Fukui,1981,63.0,Male,Japan,Japan
695,Economics,James Tobin,1981,63.0,Male,USA,USA
658,Literature,Elias Canetti,1981,76.0,Male,Bulgaria,
424,Medicine,Torsten N. Wiesel,1981,68.0,Male,Sweden,USA
423,Medicine,David H. Hubel,1981,68.0,Male,Canada,USA
422,Medicine,Roger W. Sperry,1981,68.0,Male,USA,USA
515,Peace,Office of the United Nations High Commissioner for Refugees ,1981,,Organization,,
120,Physics,Kai M. Siegbahn,1981,61.0,Male,Sweden,Sweden
119,Physics,Arthur L. Schawlow,1981,61.0,Male,USA,USA
118,Physics,Nicolaas Bloembergen,1981,61.0,Male,the Netherlands,USA
259,Chemistry,Aaron Klug,1982,56.0,Male,Lithuania,United Kingdom
696,Economics,George J. Stigler,1982,71.0,Male,USA,USA
659,Literature,Gabriel Garcia Marquez,1982,55.0,Male,Colombia,
427,Medicine,John R. Vane,1982,66.0,Male,United Kingdom,United Kingdom
426,Medicine,Bengt I. Samuelsson,1982,66.0,Male,Sweden,Sweden
425,Medicine,Sune K. Bergstrom,1982,66.0,Male,Sweden,Sweden
544,Peace,Alfonso Garcia Robles,1982,80.0,Male,Mexico,
543,Peace,Alva Myrdal,1982,80.0,Female,Sweden,
121,Physics,Kenneth G. Wilson,1982,46.0,Male,USA,USA
260,Chemistry,Henry Taube,1983,68.0,Male,Canada,USA
697,Economics,Gerard Debreu,1983,62.0,Male,France,USA
660,Literature,William Golding,1983,72.0,Male,United Kingdom,
428,Medicine,Barbara McClintock,1983,81.0,Female,USA,USA
545,Peace,Lech Walesa,1983,40.0,Male,Poland,
123,Physics,William A. Fowler,1983,73.0,Male,USA,USA
122,Physics,Subrahmanyan Chandrasekhar,1983,73.0,Male,Pakistan,USA
261,Chemistry,Bruce Merrifield,1984,63.0,Male,USA,USA
698,Economics,Richard Stone,1984,71.0,Male,United Kingdom,United Kingdom
661,Literature,Jaroslav Seifert,1984,83.0,Male,Czech Republic,
430,Medicine,Georges J.F. Kohler,1984,73.0,Male,Germany,Switzerland
431,Medicine,Cesar Milstein,1984,73.0,Male,Argentina,United Kingdom
429,Medicine,Niels K. Jerne,1984,73.0,Male,United Kingdom,Switzerland
546,Peace,Desmond Tutu,1984,53.0,Male,South Africa,
125,Physics,Simon van der Meer,1984,50.0,Male,the Netherlands,Switzerland
124,Physics,Carlo Rubbia,1984,50.0,Male,Italy,Switzerland
263,Chemistry,Jerome Karle,1985,68.0,Male,USA,USA
262,Chemistry,Herbert A. Hauptman,1985,68.0,Male,USA,USA
699,Economics,Franco Modigliani,1985,67.0,Male,Italy,USA
662,Literature,Claude Simon,1985,72.0,Male,Madagascar,
433,Medicine,Joseph L. Goldstein,1985,44.0,Male,USA,USA
432,Medicine,Michael S. Brown,1985,44.0,Male,USA,USA
547,Peace,International Physicians for the Prevention of Nuclear War ,1985,,Organization,,
126,Physics,Klaus von Klitzing,1985,42.0,Male,Poland,Germany
264,Chemistry,Dudley R. Herschbach,1986,54.0,Male,USA,USA
266,Chemistry,John C. Polanyi,1986,54.0,Male,Germany,Canada
265,Chemistry,Yuan T. Lee,1986,54.0,Male,Taiwan,USA
700,Economics,James M. Buchanan Jr.,1986,67.0,Male,USA,USA
663,Literature,Wole Soyinka,1986,52.0,Male,Nigeria,
435,Medicine,Rita Levi-Montalcini,1986,64.0,Female,Italy,Italy
434,Medicine,Stanley Cohen,1986,64.0,Male,USA,USA
548,Peace,Elie Wiesel,1986,58.0,Male,Romania,
129,Physics,Heinrich Rohrer,1986,80.0,Male,Switzerland,Switzerland
128,Physics,Gerd Binnig,1986,80.0,Male,Germany,Switzerland
127,Physics,Ernst Ruska,1986,80.0,Male,Germany,Germany
268,Chemistry,Jean-Marie Lehn,1987,68.0,Male,France,France
269,Chemistry,Charles J. Pedersen,1987,68.0,Male,South Korea,USA
267,Chemistry,Donald J. Cram,1987,68.0,Male,USA,USA
701,Economics,Robert M. Solow,1987,63.0,Male,USA,USA
664,Literature,Joseph Brodsky,1987,47.0,Male,Russia,
436,Medicine,Susumu Tonegawa,1987,48.0,Male,Japan,USA
549,Peace,Oscar Arias Sanchez,1987,46.0,Male,Costa Rica,
131,Physics,K. Alex Muller,1987,37.0,Male,Switzerland,Switzerland
130,Physics,J. Georg Bednorz,1987,37.0,Male,Germany,Switzerland
272,Chemistry,Hartmut Michel,1988,45.0,Male,Germany,Germany
271,Chemistry,Robert Huber,1988,45.0,Male,Germany,Germany
270,Chemistry,Johann Deisenhofer,1988,45.0,Male,Germany,USA
702,Economics,Maurice Allais,1988,77.0,Male,France,France
665,Literature,Naguib Mahfouz,1988,77.0,Male,Egypt,
439,Medicine,George H. Hitchings,1988,64.0,Male,USA,USA
438,Medicine,Gertrude B. Elion,1988,64.0,Female,USA,USA
437,Medicine,Sir James W. Black,1988,64.0,Male,Scotland,United Kingdom
550,Peace,United Nations Peacekeeping Forces ,1988,,Organization,,
134,Physics,Jack Steinberger,1988,66.0,Male,Germany,Switzerland
133,Physics,Melvin Schwartz,1988,66.0,Male,USA,USA
132,Physics,Leon M. Lederman,1988,66.0,Male,USA,USA
274,Chemistry,Thomas R. Cech,1989,50.0,Male,USA,USA
273,Chemistry,Sidney Altman,1989,50.0,Male,Canada,USA
703,Economics,Trygve Haavelmo,1989,78.0,Male,Norway,Norway
666,Literature,Camilo Jose Cela,1989,73.0,Male,Spain,
441,Medicine,Harold E. Varmus,1989,53.0,Male,USA,USA
440,Medicine,J. Michael Bishop,1989,53.0,Male,USA,USA
551,Peace,Lhamo Thondup,1989,54.0,Male,China,
136,Physics,Hans G. Dehmelt,1989,74.0,Male,Germany,USA
137,Physics,Wolfgang Paul,1989,74.0,Male,Germany,Germany
135,Physics,Norman F. Ramsey,1989,74.0,Male,USA,USA
275,Chemistry,Elias James Corey,1990,62.0,Male,USA,USA
706,Economics,William F. Sharpe,1990,63.0,Male,USA,USA
705,Economics,Merton H. Miller,1990,63.0,Male,USA,USA
704,Economics,Harry M. Markowitz,1990,63.0,Male,USA,USA
667,Literature,Octavio Paz,1990,76.0,Male,Mexico,
443,Medicine,E. Donnall Thomas,1990,71.0,Male,USA,USA
442,Medicine,Joseph E. Murray,1990,71.0,Male,USA,USA
552,Peace,Mikhail Gorbachev,1990,59.0,Male,Russia,
140,Physics,Richard E. Taylor,1990,60.0,Male,Canada,USA
139,Physics,Henry W. Kendall,1990,60.0,Male,USA,USA
138,Physics,Jerome I. Friedman,1990,60.0,Male,USA,USA
276,Chemistry,Richard R. Ernst,1991,58.0,Male,Switzerland,Switzerland
707,Economics,Ronald H. Coase,1991,81.0,Male,United Kingdom,USA
668,Literature,Nadine Gordimer,1991,68.0,Female,South Africa,
444,Medicine,Erwin Neher,1991,47.0,Male,Germany,Germany
445,Medicine,Bert Sakmann,1991,47.0,Male,Germany,Germany
553,Peace,Aung San Suu Kyi ,1991,46.0,Female,Myanmar,
141,Physics,Pierre-Gilles de Gennes,1991,59.0,Male,France,France
277,Chemistry,Rudolph A. Marcus,1992,69.0,Male,Canada,USA
708,Economics,Gary Becker,1992,62.0,Male,USA,USA
669,Literature,Derek Walcott,1992,62.0,Male,Saint Lucia,
447,Medicine,Edwin G. Krebs,1992,72.0,Male,USA,USA
446,Medicine,Edmond H. Fischer,1992,72.0,Male,China,USA
554,Peace,Rigoberta Menchu Tum,1992,33.0,Female,Guatemala,
142,Physics,Georges Charpak,1992,68.0,Male,Poland,France
279,Chemistry,Michael Smith,1993,49.0,Male,United Kingdom,Canada
278,Chemistry,Kary B. Mullis,1993,49.0,Male,USA,
710,Economics,Douglass C. North,1993,66.0,Male,USA,USA
709,Economics,Robert W. Fogel,1993,66.0,Male,USA,USA
670,Literature,Toni Morrison,1993,62.0,Female,USA,
449,Medicine,Phillip A. Sharp,1993,50.0,Male,USA,USA
448,Medicine,Richard J. Roberts,1993,50.0,Male,United Kingdom,USA
556,Peace,F.W. de Klerk,1993,75.0,Male,South Africa,
555,Peace,Nelson Mandela,1993,75.0,Male,South Africa,
144,Physics,Joseph H. Taylor Jr.,1993,43.0,Male,USA,USA
143,Physics,Russell A. Hulse,1993,43.0,Male,USA,USA
280,Chemistry,George A. Olah,1994,67.0,Male,Hungary,USA
713,Economics,Reinhard Selten,1994,74.0,Male,Poland,Germany
712,Economics,John F. Nash Jr.,1994,74.0,Male,USA,USA
711,Economics,John C. Harsanyi,1994,74.0,Male,Hungary,USA
671,Literature,Kenzaburo Oe,1994,59.0,Male,Japan,
451,Medicine,Martin Rodbell,1994,53.0,Male,USA,USA
450,Medicine,Alfred G. Gilman,1994,53.0,Male,USA,USA
559,Peace,Yitzhak Rabin,1994,65.0,Male,Israel,
558,Peace,Shimon Peres,1994,65.0,Male,Belarus,
557,Peace,Yasser Arafat,1994,65.0,Male,Egypt,
146,Physics,Clifford G. Shull,1994,76.0,Male,USA,USA
145,Physics,Bertram N. Brockhouse,1994,76.0,Male,Canada,Canada
281,Chemistry,Paul J. Crutzen,1995,62.0,Male,the Netherlands,Germany
283,Chemistry,F. Sherwood Rowland,1995,62.0,Male,USA,USA
282,Chemistry,Mario J. Molina,1995,62.0,Male,Mexico,USA
714,Economics,Robert E. Lucas Jr.,1995,58.0,Male,USA,USA
672,Literature,Seamus Heaney,1995,56.0,Male,Northern Ireland,
453,Medicine,Christiane Nusslein-Volhard,1995,77.0,Female,Germany,Germany
454,Medicine,Eric F. Wieschaus,1995,77.0,Male,USA,USA
452,Medicine,Edward B. Lewis,1995,77.0,Male,USA,USA
561,Peace,Pugwash Conferences on Science and World Affairs ,1995,87.0,Organization,,
560,Peace,Joseph Rotblat,1995,87.0,Male,Poland,
148,Physics,Frederick Reines,1995,68.0,Male,USA,USA
147,Physics,Martin L. Perl,1995,68.0,Male,USA,USA
286,Chemistry,Richard E. Smalley,1996,63.0,Male,USA,USA
285,Chemistry,Sir Harold Kroto,1996,63.0,Male,United Kingdom,United Kingdom
284,Chemistry,Robert F. Curl Jr.,1996,63.0,Male,USA,USA
716,Economics,William Vickrey,1996,60.0,Male,Canada,USA
715,Economics,James A. Mirrlees,1996,60.0,Male,Scotland,United Kingdom
673,Literature,Wislawa Szymborska,1996,73.0,Female,Poland,
456,Medicine,Rolf M. Zinkernagel,1996,56.0,Male,Switzerland,Switzerland
455,Medicine,Peter C. Doherty,1996,56.0,Male,Australia,USA
563,Peace,Jose Ramos-Horta,1996,48.0,Male,East Timor,
562,Peace,Carlos Filipe Ximenes Belo,1996,48.0,Male,East Timor,
151,Physics,Robert C. Richardson,1996,65.0,Male,USA,USA
150,Physics,Douglas D. Osheroff,1996,65.0,Male,USA,USA
149,Physics,David M. Lee,1996,65.0,Male,USA,USA
289,Chemistry,Jens C. Skou,1997,79.0,Male,Denmark,Denmark
288,Chemistry,John E. Walker,1997,79.0,Male,United Kingdom,United Kingdom
287,Chemistry,Paul D. Boyer,1997,79.0,Male,USA,USA
718,Economics,Myron Scholes,1997,53.0,Male,Canada,USA
717,Economics,Robert C. Merton,1997,53.0,Male,USA,USA
674,Literature,Dario Fo,1997,71.0,Male,Italy,
457,Medicine,Stanley B. Prusiner,1997,55.0,Male,USA,USA
565,Peace,Jody Williams,1997,,Female,USA,
564,Peace,International Campaign to Ban Landmines ,1997,,Organization,,
153,Physics,Claude Cohen-Tannoudji,1997,49.0,Male,Algeria,France
154,Physics,William D. Phillips,1997,49.0,Male,USA,USA
152,Physics,Steven Chu,1997,49.0,Male,USA,USA
291,Chemistry,John Pople,1998,75.0,Male,United Kingdom,USA
290,Chemistry,Walter Kohn,1998,75.0,Male,Austria,USA
719,Economics,Amartya Sen,1998,65.0,Male,India,United Kingdom
675,Literature,Jose Saramago,1998,76.0,Male,Portugal,
460,Medicine,Ferid Murad,1998,82.0,Male,USA,USA
459,Medicine,Louis J. Ignarro,1998,82.0,Male,USA,USA
458,Medicine,Robert F. Furchgott,1998,82.0,Male,USA,USA
567,Peace,David Trimble,1998,61.0,Male,Northern Ireland,
566,Peace,John Hume,1998,61.0,Male,Northern Ireland,
157,Physics,Daniel C. Tsui,1998,48.0,Male,China,USA
156,Physics,Horst L. Stormer,1998,48.0,Male,Germany,USA
155,Physics,Robert B. Laughlin,1998,48.0,Male,USA,USA
292,Chemistry,Ahmed Zewail,1999,53.0,Male,Egypt,USA
720,Economics,Robert Mundell,1999,67.0,Male,Canada,USA
676,Literature,Gnter Grass,1999,72.0,Male,Poland,
461,Medicine,Gnter Blobel,1999,63.0,Male,Poland,USA
568,Peace,Doctors Without Borders ,1999,,Organization,,
158,Physics,Gerardus 't Hooft,1999,53.0,Male,the Netherlands,the Netherlands
159,Physics,Martinus J.G. Veltman,1999,53.0,Male,the Netherlands,
731,Chemistry,Hideki Shirakawa,2000,64.0,Male,Japan,Japan
730,Chemistry,Alan MacDiarmid,2000,64.0,Male,New Zealand,USA
729,Chemistry,Alan Heeger,2000,64.0,Male,USA,USA
733,Economics,Daniel L. McFadden,2000,56.0,Male,USA,USA
732,Economics,James J. Heckman,2000,56.0,Male,USA,USA
734,Literature,Xingjian Gao,2000,60.0,Male,China,
722,Medicine,Arvid Carlsson,2000,77.0,Male,Sweden,Sweden
724,Medicine,Eric Kandel,2000,77.0,Male,Austria,USA
723,Medicine,Paul Greengard,2000,77.0,Male,USA,USA
725,Peace,Kim Dae-jung,2000,75.0,Male,South Korea,
728,Physics,Jack Kilby,2000,70.0,Male,USA,USA
727,Physics,Herbert Kroemer,2000,70.0,Male,Germany,USA
726,Physics,Zhores Alferov,2000,70.0,Male,Belarus,Russia
743,Chemistry,Barry Sharpless,2001,84.0,Male,USA,USA
742,Chemistry,Ryoji Noyori,2001,84.0,Male,Japan,Japan
741,Chemistry,William Knowles,2001,84.0,Male,USA,
746,Economics,Joseph E. Stiglitz,2001,61.0,Male,USA,USA
745,Economics,A. Michael Spence,2001,61.0,Male,USA,USA
744,Economics,George A. Akerlof,2001,61.0,Male,USA,USA
747,Literature,V. S. Naipaul,2001,69.0,Male,Trinidad and Tobago,
737,Medicine,Sir Paul Nurse,2001,62.0,Male,United Kingdom,United Kingdom
736,Medicine,Tim Hunt,2001,62.0,Male,United Kingdom,United Kingdom
735,Medicine,Leland Hartwell,2001,62.0,Male,USA,USA
749,Peace,Kofi Annan,2001,,Male,Ghana,
748,Peace,United Nations ,2001,,Organization,,
740,Physics,Carl Wieman,2001,40.0,Male,USA,USA
739,Physics,Wolfgang Ketterle,2001,40.0,Male,Germany,USA
738,Physics,Eric Cornell,2001,40.0,Male,USA,USA
758,Chemistry,Kurt Wuthrich,2002,85.0,Male,Switzerland,Switzerland
757,Chemistry,Koichi Tanaka,2002,85.0,Male,Japan,Japan
756,Chemistry,John B. Fenn,2002,85.0,Male,USA,USA
760,Economics,Vernon L. Smith,2002,68.0,Male,USA,USA
759,Economics,Daniel Kahneman,2002,68.0,Male,Israel,USA
761,Literature,Imre Kertesz,2002,73.0,Male,Hungary,
752,Medicine,John E. Sulston,2002,75.0,Male,United Kingdom,United Kingdom
751,Medicine,H. Robert Horvitz,2002,75.0,Male,USA,USA
750,Medicine,Sydney Brenner,2002,75.0,Male,South Africa,USA
762,Peace,Jimmy Carter,2002,78.0,Male,USA,
755,Physics,Riccardo Giacconi,2002,88.0,Male,Italy,USA
754,Physics,Masatoshi Koshiba,2002,88.0,Male,Japan,Japan
753,Physics,Raymond Davis Jr.,2002,88.0,Male,USA,USA
770,Chemistry,Roderick MacKinnon,2003,54.0,Male,USA,USA
769,Chemistry,Peter Agre,2003,54.0,Male,USA,USA
772,Economics,Clive W.J. Granger,2003,61.0,Male,United Kingdom,USA
771,Economics,Robert F. Engle III,2003,61.0,Male,USA,USA
763,Literature,J. M. Coetzee,2003,63.0,Male,South Africa,
765,Medicine,Sir Peter Mansfield,2003,74.0,Male,United Kingdom,United Kingdom
764,Medicine,Paul C. Lauterbur,2003,74.0,Male,USA,USA
773,Peace,Shirin Ebadi,2003,56.0,Female,Iran,
768,Physics,Anthony J. Leggett,2003,75.0,Male,United Kingdom,USA
767,Physics,Vitaly L. Ginzburg,2003,75.0,Male,Russia,Russia
766,Physics,Alexei Abrikosov,2003,75.0,Male,Russia,USA
781,Chemistry,Irwin Rose,2004,57.0,Male,USA,USA
780,Chemistry,Avram Hershko,2004,57.0,Male,Hungary,Israel
779,Chemistry,Aaron Ciechanover,2004,57.0,Male,Israel,Israel
787,Economics,Edward C. Prescott,2004,61.0,Male,USA,USA
786,Economics,Finn E. Kydland,2004,61.0,Male,Norway,USA
782,Literature,Elfriede Jelinek,2004,58.0,Female,Austria,
775,Medicine,Linda B. Buck,2004,58.0,Female,USA,USA
774,Medicine,Richard Axel,2004,58.0,Male,USA,USA
783,Peace,Wangari Maathai,2004,64.0,Female,Kenya,
778,Physics,Frank Wilczek,2004,63.0,Male,USA,USA
777,Physics,H. David Politzer,2004,63.0,Male,USA,USA
776,Physics,David J. Gross,2004,63.0,Male,USA,USA
794,Chemistry,Yves Chauvin,2005,75.0,Male,Belgium,France
796,Chemistry,Richard R. Schrock,2005,75.0,Male,USA,USA
795,Chemistry,Robert H. Grubbs,2005,75.0,Male,USA,USA
800,Economics,Thomas C. Schelling,2005,75.0,Male,USA,USA
799,Economics,Robert J. Aumann,2005,75.0,Male,Germany,Israel
801,Literature,Harold Pinter,2005,75.0,Male,United Kingdom,
790,Medicine,J. Robin Warren,2005,54.0,Male,Australia,
789,Medicine,Barry J. Marshall,2005,54.0,Male,Australia,Australia
798,Peace,Mohamed ElBaradei,2005,,Male,Egypt,
797,Peace,International Atomic Energy Agency ,2005,,Organization,,
793,Physics,Theodor W. Hansch,2005,80.0,Male,Germany,Germany
792,Physics,John L. Hall,2005,80.0,Male,USA,USA
791,Physics,Roy J. Glauber,2005,80.0,Male,USA,USA
806,Chemistry,Roger D. Kornberg,2006,59.0,Male,USA,USA
807,Economics,Edmund S. Phelps,2006,73.0,Male,USA,USA
808,Literature,Orhan Pamuk,2006,54.0,Male,Turkey,
803,Medicine,Craig C. Mello,2006,47.0,Male,USA,USA
802,Medicine,Andrew Z. Fire,2006,47.0,Male,USA,USA
810,Peace,Grameen Bank ,2006,66.0,Organization,,
809,Peace,Muhammad Yunus,2006,66.0,Male,Bangladesh,
805,Physics,George F. Smoot,2006,60.0,Male,USA,USA
804,Physics,John C. Mather,2006,60.0,Male,USA,USA
816,Chemistry,Gerhard Ertl,2007,71.0,Male,Germany,Germany
822,Economics,Roger B. Myerson,2007,90.0,Male,USA,USA
821,Economics,Eric S. Maskin,2007,90.0,Male,USA,USA
820,Economics,Leonid Hurwicz,2007,90.0,Male,Russia,USA
817,Literature,Doris Lessing,2007,88.0,Female,Iran,
813,Medicine,Oliver Smithies,2007,70.0,Male,United Kingdom,USA
812,Medicine,Sir Martin J. Evans,2007,70.0,Male,United Kingdom,United Kingdom
811,Medicine,Mario R. Capecchi,2007,70.0,Male,Italy,USA
819,Peace,Al Gore,2007,,Male,USA,
818,Peace,Intergovernmental Panel on Climate Change ,2007,,Organization,,
815,Physics,Peter Grnberg,2007,69.0,Male,Czech Republic,Germany
814,Physics,Albert Fert,2007,69.0,Male,France,France
831,Chemistry,Roger Y. Tsien,2008,80.0,Male,USA,USA
830,Chemistry,Martin Chalfie,2008,80.0,Male,USA,USA
829,Chemistry,Osamu Shimomura,2008,80.0,Male,Japan,USA
834,Economics,Paul Krugman,2008,55.0,Male,USA,USA
832,Literature,Jean Marie Gustave Le Clezio,2008,68.0,Male,France,
825,Medicine,Luc Montagnier,2008,72.0,Male,France,France
824,Medicine,Franoise Barr-Sinoussi,2008,72.0,Female,France,France
823,Medicine,Harald zur Hausen,2008,72.0,Male,Germany,Germany
833,Peace,Martti Ahtisaari,2008,71.0,Male,Finland,
828,Physics,Toshihide Maskawa,2008,87.0,Male,Japan,Japan
827,Physics,Makoto Kobayashi,2008,87.0,Male,Japan,Japan
826,Physics,Yoichiro Nambu,2008,87.0,Male,Japan,USA
843,Chemistry,Ada E. Yonath,2009,,Female,Israel,Israel
842,Chemistry,Thomas A. Steitz,2009,,Male,USA,USA
841,Chemistry,Venkatraman Ramakrishnan,2009,,Male,India,United Kingdom
847,Economics,Oliver E. Williamson,2009,76.0,Male,USA,USA
846,Economics,Elinor Ostrom,2009,76.0,Female,USA,USA
844,Literature,Herta Muller,2009,56.0,Female,Romania,
837,Medicine,Jack W. Szostak,2009,61.0,Male,United Kingdom,USA
836,Medicine,Carol W. Greider,2009,61.0,Female,USA,USA
835,Medicine,Elizabeth H. Blackburn,2009,61.0,Female,Australia,USA
845,Peace,Barack Obama,2009,48.0,Male,USA,
840,Physics,George E. Smith,2009,76.0,Male,USA,USA
839,Physics,Willard S. Boyle,2009,76.0,Male,Canada,USA
838,Physics,Charles K. Kao,2009,76.0,Male,China,United Kingdom
853,Chemistry,Akira Suzuki,2010,79.0,Male,Japan,Japan
852,Chemistry,Ei-ichi Negishi,2010,79.0,Male,China,USA
851,Chemistry,Richard F. Heck,2010,79.0,Male,USA,USA
858,Economics,Christopher A. Pissarides,2010,70.0,Male,Cyprus,United Kingdom
857,Economics,Dale T. Mortensen,2010,70.0,Male,USA,USA
856,Economics,Peter A. Diamond,2010,70.0,Male,USA,USA
854,Literature,Mario Vargas Llosa,2010,74.0,Male,Peru,
848,Medicine,Robert G. Edwards,2010,85.0,Male,United Kingdom,United Kingdom
855,Peace,Xiaobo Liu,2010,55.0,Male,China,
850,Physics,Konstantin Novoselov,2010,52.0,Male,Russia,United Kingdom
849,Physics,Andre Geim,2010,52.0,Male,Russia,United Kingdom
867,Chemistry,Dan Shechtman,2011,70.0,Male,Israel,Israel
873,Economics,Christopher A. Sims,2011,68.0,Male,USA,USA
872,Economics,Thomas J. Sargent,2011,68.0,Male,USA,USA
868,Literature,Tomas Transtromer,2011,80.0,Male,Sweden,
863,Medicine,Ralph M. Steinman,2011,54.0,Male,Canada,USA
862,Medicine,Jules A. Hoffmann,2011,54.0,Male,Luxembourg,France
861,Medicine,Bruce A. Beutler,2011,54.0,Male,USA,USA
871,Peace,Tawakkol Karman,2011,73.0,Female,Yemen,
870,Peace,Leymah Gbowee,2011,73.0,Female,Liberia,
869,Peace,Ellen Johnson Sirleaf,2011,73.0,Female,Liberia,
866,Physics,Adam G. Riess,2011,,Male,USA,USA
865,Physics,Brian P. Schmidt,2011,,Male,USA,Australia
864,Physics,Saul Perlmutter,2011,,Male,USA,USA
879,Chemistry,Brian Kobilka,2012,69.0,Male,USA,USA
878,Chemistry,Robert J. Lefkowitz,2012,69.0,Male,USA,USA
883,Economics,Lloyd S. Shapley,2012,61.0,Male,USA,USA
882,Economics,Alvin E. Roth,2012,61.0,Male,USA,USA
880,Literature,Mo Yan,2012,57.0,Male,China,
875,Medicine,Shinya Yamanaka,2012,79.0,Male,Japan,Japan
874,Medicine,Sir John B. Gurdon,2012,79.0,Male,United Kingdom,United Kingdom
881,Peace,European Union ,2012,,Organization,,
876,Physics,Serge Haroche,2012,68.0,Male,Morocco,France
877,Physics,David J. Wineland,2012,68.0,Male,USA,USA
889,Chemistry,Martin Karplus,2013,83.0,Male,Austria,France
891,Chemistry,Arieh Warshel,2013,83.0,Male,Israel,USA
890,Chemistry,Michael Levitt,2013,83.0,Male,South Africa,USA
896,Economics,Robert J. Shiller,2013,74.0,Male,USA,USA
895,Economics,Lars Peter Hansen,2013,74.0,Male,USA,USA
894,Economics,Eugene F. Fama,2013,74.0,Male,USA,USA
892,Literature,Alice Munro,2013,82.0,Female,Canada,
886,Medicine,Thomas C. Sudhof,2013,63.0,Male,Germany,USA
885,Medicine,Randy W. Schekman,2013,63.0,Male,USA,USA
884,Medicine,James E. Rothman,2013,63.0,Male,USA,USA
893,Peace,Organisation for the Prohibition of Chemical Weapons ,2013,,Organization,,
887,Physics,Franois Englert,2013,81.0,Male,Belgium,Belgium
888,Physics,Peter Higgs,2013,81.0,Male,United Kingdom,United Kingdom
910,Chemistry,Stefan W. Hell,2014,54.0,Male,Romania,Germany
911,Chemistry,William E. Moerner,2014,54.0,Male,USA,USA
909,Chemistry,Eric Betzig,2014,54.0,Male,USA,USA
915,Economics,Jean Tirole,2014,61.0,Male,France,France
912,Literature,Patrick Modiano,2014,69.0,Male,France,
904,Medicine,May-Britt Moser,2014,75.0,Female,Norway,Norway
905,Medicine,Edvard I. Moser,2014,75.0,Male,Norway,Norway
903,Medicine,John O'Keefe,2014,75.0,Male,USA,United Kingdom
914,Peace,Malala Yousafzai,2014,60.0,Female,Pakistan,
913,Peace,Kailash Satyarthi,2014,60.0,Male,India,
908,Physics,Shuji Nakamura,2014,85.0,Male,Japan,USA
907,Physics,Hiroshi Amano,2014,85.0,Male,Japan,Japan
906,Physics,Isamu Akasaki,2014,85.0,Male,Japan,Japan
923,Chemistry,Aziz Sancar,2015,77.0,Male,Turkey,USA
922,Chemistry,Paul Modrich,2015,77.0,Male,USA,USA
921,Chemistry,Tomas Lindahl,2015,77.0,Male,Sweden,United Kingdom
926,Economics,Angus Deaton,2015,70.0,Male,Scotland,USA
924,Literature,Svetlana Alexievich,2015,67.0,Female,Ukraine,
917,Medicine,Satoshi Omura,2015,85.0,Male,Japan,Japan
918,Medicine,Youyou Tu,2015,85.0,Female,China,China
916,Medicine,William C. Campbell,2015,85.0,Male,Ireland,USA
925,Peace,National Dialogue Quartet ,2015,,Organization,,
920,Physics,Arthur B. McDonald,2015,56.0,Male,Canada,Canada
919,Physics,Takaaki Kajita,2015,56.0,Male,Japan,Japan
933,Chemistry,Bernard L. Feringa,2016,72.0,Male,the Netherlands,the Netherlands
